FID,X,Y,SOC,Precipitation,Temperature,Elevation,Slope,Soiltype,Green,Red,SWIR1,BSI,EVI,GNDVI,GSAVI,NDVI,NMDI,SAVI
1221,238755,2665077,2.61,0.550534681,0.692268275,0.61869732,0.229584259,3,0.700898212,0.90273206,0.417391191,0.041400965,0.549973498,0.885678305,0.759878468,0.698295742,0.567005432,0.173782343
1222,240587,2659368,3.17,0.478265784,0.528398776,0.437277577,0.074619426,2,0.959903534,0.288081281,0.73546433,0.650427414,0.447299267,0.118631514,0.152838268,0.726197931,0.817176682,0.14894283
1223,204291,2657128,5.6,0.003410377,0.283836029,0.925766014,0.913829109,1,0.902182444,0.51433704,0.314478841,0.525403054,0.13416729,0.063908137,0.956835128,0.641118961,0.013849275,0.207481624
1224,213493,2656767,3.48,0.443020418,0.704165141,0.244706216,0.805622127,2,0.83786171,0.874233018,0.841445564,0.281498575,0.843720919,0.140367235,0.482713671,0.999231108,0.990107463,0.796772177
1225,185697,2655836,1.71,0.241454591,0.514865254,0.013688244,0.935980763,4,0.65556162,0.544813103,0.943194495,0.72092232,0.013165286,0.798791612,0.558176248,0.830143023,0.499738501,0.618599608
1226,195739,2655740,3.12,0.99691747,0.686255304,0.436965929,0.229105085,1,0.064235976,0.856858775,0.9875412,0.388352127,0.471593099,0.610046617,0.106075614,0.256327185,0.833661396,0.517396549
1227,200739,2654096,2.22,0.914718025,0.983459597,0.741750557,0.295245981,1,0.106811676,0.316232147,0.599357351,0.240762357,0.469485197,0.256693964,0.512217981,0.724091345,0.982377218,0.940355046
1228,212891,2653777,2,0.363258798,0.681455045,0.379726031,0.383473292,2,0.478458747,0.695565177,0.328303853,0.754924692,0.926022692,0.663535516,0.832557508,0.141156711,0.58142348,0.478617244
1229,207877,2651223,2.8,0.256759065,0.149464817,0.507338892,0.346206619,2,0.844680203,0.271205713,0.157093427,0.715910896,0.541739854,0.05848388,0.819261372,0.326559772,0.85035391,0.188647552
1230,192662,2650038,3.29,0.659441536,0.080619096,0.506477249,0.866314789,3,0.989704568,0.266576545,0.552272573,0.760115568,0.465174309,0.117170138,0.655270029,0.494931328,0.071040141,0.489301229
1231,235258,2649326,2.53,0.240798766,0.931441879,0.415221016,0.073539391,5,0.072005432,0.137385715,0.34368455,0.605442854,0.786145957,0.489140771,0.581522279,0.81016086,0.849291347,0.926495763
1232,229255,2648266,3.95,0.071801291,0.202279199,0.847007747,0.31933054,2,0.374862927,0.312533692,0.541092053,0.661563025,0.797300713,0.013773847,0.835138024,0.968008646,0.139298586,0.604464528
1233,190104,2645310,2.94,0.952274468,0.217654472,0.899493205,0.361218264,5,0.583230209,0.944582998,0.923053782,0.029965374,0.774236556,0.358049721,0.038036341,0.302727661,0.039668649,0.505297448
1234,196698,2644174,2.29,0.95273813,0.136072071,0.935332503,0.509726851,3,0.737693597,0.435349253,0.177956157,0.593387264,0.969792013,0.503971081,0.07807984,0.620724035,0.31162435,0.403430841
1235,186775,2643011,3.74,0.371622268,0.022063674,0.916939079,0.773014581,2,0.28960395,0.458617144,0.444505909,0.285092547,0.328883918,0.329490112,0.359471902,0.518116314,0.478213861,0.096062089
1236,192782,2642463,3.32,0.106150468,0.457132589,0.203535578,0.656363816,5,0.161855789,0.662681298,0.650722277,0.032272119,0.258173155,0.293421223,0.597322945,0.700850478,0.638842487,0.049668885
1237,202579,2639725,1.31,0.292033349,0.298503489,0.083408044,0.575942872,3,0.049331874,0.296435176,0.127753617,0.020607265,0.770965792,0.02484326,0.508059314,0.070022028,0.186867301,0.032448282
1238,301856,2639877,3.5,0.711561954,0.660404353,0.517613197,0.153232695,4,0.731796102,0.663730941,0.302698134,0.372674529,0.496032326,0.306396714,0.058447217,0.305681004,0.60854092,0.700491342
1239,180900,2638192,2.53,0.761523873,0.582419457,0.307482118,0.553201331,4,0.746967977,0.62985495,0.483490274,0.883252097,0.821071631,0.899055489,0.973492648,0.006146838,0.035475818,0.882405739
1240,201822,2638833,2.32,0.243620945,0.751335597,0.633798893,0.296403673,2,0.223511388,0.022276462,0.876675763,0.13434646,0.024169133,0.299562377,0.900835635,0.470166634,0.967240813,0.8889926
1241,213051,2638311,3.87,0.683635013,0.514185171,0.218889474,0.790750918,5,0.058564542,0.53528717,0.140006115,0.140100939,0.492428202,0.758481799,0.547447073,0.522287762,0.909052528,0.134090537
1242,235542,2638040,4.42,0.347417882,0.088109416,0.621235612,0.430398412,2,0.691949994,0.510990234,0.101797262,0.025095254,0.838026573,0.152770437,0.190305274,0.846424675,0.412653828,0.125087289
1243,299352,2636362,1.88,0.55219124,0.373082869,0.078134816,0.876414824,2,0.192657535,0.971540435,0.439545365,0.86556453,0.783523973,0.646466404,0.992635801,0.46321667,0.341090613,0.679185869
1244,178115,2633155,1.9,0.331679569,0.381116445,0.452198633,0.694521814,4,0.024366426,0.265066464,0.504778157,0.890416327,0.894738525,0.103671526,0.63215921,0.324882497,0.486202177,0.240177882
1245,294293,2633260,3.75,0.875494206,0.572653764,0.006770375,0.032217942,1,0.334472925,0.407693982,0.348613647,0.322676189,0.203446428,0.879011234,0.799016349,0.755096912,0.955594509,0.624208342
1246,191285,2632546,2.22,0.321840618,0.881770066,0.345131743,0.192182447,1,0.625702322,0.888826048,0.512727077,0.691512554,0.022980907,0.705857089,0.0255083,0.777382408,0.667967035,0.118788267
1247,224481,2631816,2.63,0.736368504,0.114662395,0.159419537,0.697825998,1,0.825990447,0.470595456,0.508113277,0.635616323,0.523884917,0.738902522,0.695342497,0.768456986,0.787749696,0.367835228
1248,182105,2632405,2.8,0.018995969,0.666081936,0.704414127,0.817650543,5,0.214585521,0.954543234,0.631279203,0.008487745,0.102628488,0.984303184,0.179241918,0.372026621,0.663499454,0.635193442
1249,204011,2628887,2.15,0.532070943,0.161695084,0.223494738,0.567555225,4,0.413059941,0.610028994,0.148200624,0.980557775,0.510486485,0.350778064,0.120006211,0.506488159,0.996540053,0.799004702
1250,181702,2628872,2.05,0.02294871,0.982843987,0.014581948,0.914479411,4,0.606432148,0.856700615,0.1091277,0.34386493,0.938555418,0.813241502,0.709082906,0.072154937,0.103246228,0.920752262
1251,173436,2628793,0.73,0.206122491,0.305858359,0.535998719,0.874592268,4,0.624676711,0.166764934,0.453493616,0.437891019,0.66538114,0.10797065,0.420859351,0.315435983,0.887328978,0.976738601
1252,180151,2627995,3.52,0.887869287,0.23976549,0.217775886,0.26848829,2,0.811660959,0.569250297,0.327979651,0.30309098,0.070879865,0.848464287,0.176204538,0.824317089,0.331186299,0.72990412
1253,207039,2627090,2.97,0.939813252,0.432263294,0.470728194,0.038963001,4,0.662282721,0.631221718,0.322255896,0.398384215,0.73834678,0.340208404,0.765054996,0.919439135,0.077847689,0.064456934
1254,201057,2627028,2.19,0.193615116,0.950881515,0.802902028,0.849091546,4,0.103920461,0.102938406,0.54303374,0.164222263,0.226699007,0.379068298,0.423961085,0.557024109,0.288569028,0.979475341
1255,293753,2626352,3.06,0.960799232,0.95918857,0.36013213,0.594034744,1,0.150719451,0.979520657,0.000823274,0.439587672,0.322732065,0.934440928,0.671882047,0.308598863,0.084873463,0.193396246
1256,178445,2624837,2.43,0.279824578,0.564364416,0.828178375,0.295009902,4,0.056332677,0.924563536,0.001210015,0.679250723,0.313952231,0.042203232,0.462566687,0.263011512,0.778453153,0.364902239
1257,205506,2624186,3.86,0.56645046,0.534067923,0.883333894,0.544044476,1,0.578404901,0.160271052,0.077134881,0.18394619,0.975210034,0.604316476,0.997317246,0.176018978,0.662997275,0.610402549
1258,297858,2622841,1.15,0.004677146,0.792659056,0.931563045,0.808917397,1,0.013482411,0.382374261,0.056357836,0.24329013,0.380607347,0.512585903,0.077813395,0.385827285,0.486374263,0.99739991
1259,294267,2622528,3.47,0.630046168,0.678956266,0.84174629,0.007845074,1,0.717993003,0.737738742,0.519266951,0.717662017,0.636712384,0.806619275,0.247294214,0.993108901,0.821379746,0.100036082
1260,173984,2619746,1.45,0.880968333,0.87640215,0.032987901,0.019762753,4,0.410252614,0.005776065,0.046116665,0.593424482,0.734212481,0.154002769,0.503850542,0.631389766,0.338730045,0.083781965
1261,203303,2620166,2.6,0.269017288,0.656703825,0.818939954,0.697402462,1,0.72169981,0.75559077,0.967402011,0.933879567,0.651570307,0.395862185,0.362737311,0.645808022,0.510438539,0.672112665
1262,199387,2618820,3.64,0.495073785,0.420602441,0.499913687,0.563695493,1,0.932348756,0.593067043,0.351045739,0.282318893,0.405863961,0.551196119,0.057369285,0.283684622,0.562307814,0.92778604
1263,174651,2618746,2.45,0.274302157,0.609909568,0.83413401,0.161746412,2,0.960260816,0.629221153,0.729172146,0.514260757,0.147240496,0.621364501,0.831340433,0.975579059,0.472779886,0.364845103
1264,167876,2617621,0.93,0.119686192,0.743037988,0.695363274,0.636850314,3,0.882088977,0.836620482,0.565816902,0.575368037,0.206865195,0.938302464,0.978520123,0.696570408,0.176284848,0.798138434
1265,172126,2618006,2.25,0.918187954,0.805022199,0.951040572,0.248498023,2,0.973489618,0.633131889,0.172070768,0.820578696,0.258737207,0.844187729,0.139067012,0.773522659,0.72730207,0.376186492
1266,169454,2616676,2.34,0.608274484,0.775676202,0.019688534,0.119046189,1,0.766390936,0.398385997,0.692289885,0.863248848,0.0173119,0.446800437,0.531152395,0.708092932,0.226538149,0.552509496
1267,173774,2616408,1.6,0.015348998,0.317259095,0.176108822,0.892331217,2,0.483670689,0.054815816,0.748025072,0.081178566,0.946858472,0.340212464,0.022609529,0.636147286,0.080391722,0.881415184
1268,179748,2615141,1.57,0.753603166,0.258379733,0.483087313,0.248198288,1,0.494263484,0.140023288,0.359176126,0.126564557,0.709734596,0.432940853,0.109611923,0.192277047,0.259098057,0.193777491
1269,168554,2614426,1.08,0.510032303,0.381371668,0.105982693,0.730029553,5,0.599207651,0.746705197,0.093467346,0.266383268,0.444891749,0.804355439,0.030541003,0.155762485,0.387638563,0.489141708
1270,181883,2613947,1.63,0.106168415,0.105604418,0.612780343,0.357713248,5,0.331190294,0.871094241,0.263528,0.743530052,0.266359046,0.923216972,0.943039006,0.56881971,0.70656603,0.933216668
1271,223094,2614413,3.1,0.082864652,0.234939158,0.618366546,0.986792353,4,0.423447272,0.047273171,0.849626282,0.127011057,0.733153592,0.41778446,0.102703483,0.867897879,0.55194627,0.379104724
1272,206406,2613792,0.76,0.560894949,0.758138411,0.383587332,0.110602328,5,0.623481435,0.703879998,0.074712675,0.53707178,0.237214331,0.320659298,0.167864032,0.390929274,0.925888748,0.198999791
1273,165543,2613419,1.77,0.174151601,0.539502298,0.640672175,0.03756372,3,0.001985774,0.710189662,0.454181363,0.2927154,0.698916762,0.890835629,0.335331686,0.823369165,0.536082296,0.572572119
1274,172933,2612432,1.16,0.973493474,0.767736124,0.397494867,0.896994268,4,0.579464609,0.434189949,0.997465698,0.768235932,0.79674528,0.564377369,0.555670276,0.176484411,0.305086451,0.671612166
1275,302929,2611131,2.42,0.516459183,0.236612471,0.898555758,0.780061878,3,0.886285126,0.467164144,0.281708059,0.80263173,0.798856614,0.960960815,0.251031028,0.520194268,0.890274491,0.935842039
1276,191482,2610716,1.77,0.760199953,0.267744872,0.412242309,0.337779318,3,0.417084368,0.374958223,0.311765349,0.072244345,0.798179889,0.366611937,0.384348557,0.163707203,0.029654299,0.382339435
1277,238226,2609961,2.76,0.199817137,0.204921885,0.801237186,0.72192869,4,0.215927603,0.582693638,0.092363416,0.494208633,0.728826739,0.950521608,0.374384664,0.537413737,0.194309912,0.234823329
1278,190335,2608058,5.72,0.859682066,0.043619368,0.555037065,0.216146454,1,0.324716926,0.346087311,0.677031212,0.691289253,0.87575902,0.772988119,0.877107891,0.174406936,0.770350349,0.381069805
1279,193067,2607153,4.37,0.577982473,0.165608052,0.926902483,0.984554323,1,0.166844724,0.064543379,0.344008155,0.237222403,0.964976077,0.769883483,0.763077801,0.965364836,0.311440526,0.293334726
1280,200303,2606162,2.46,0.050764264,0.678216674,0.309153786,0.199138682,5,0.407232114,0.506995888,0.919350785,0.272559084,0.57054509,0.491332368,0.587369768,0.87539511,0.950113021,0.675320079
1281,182009,2604890,6.98,0.508608374,0.665133245,0.789613869,0.461996802,3,0.118695266,0.745373519,0.488749114,0.399817592,0.400677633,0.677926125,0.099147559,0.006177516,0.082791755,0.618511746
1282,177331,2604583,2.32,0.623749045,0.471861085,0.962337591,0.562903958,4,0.587013116,0.666325142,0.475309544,0.182745178,0.450503976,0.28628087,0.280832675,0.334170204,0.086371285,0.532327134
1283,182697,2604592,6.2,0.364394618,0.724755984,0.689002165,0.753433911,3,0.349505498,0.899118642,0.853597681,0.509441829,0.191897904,0.788885548,0.839670658,0.796974892,0.311688057,0.702923394
1284,189886,2604637,4.93,0.284701815,0.042181727,0.304670709,0.594347574,5,0.636233672,0.564607055,0.43654243,0.6068897,0.643736635,0.75058594,0.979278695,0.093472455,0.701931731,0.269110274
1285,220236,2603569,6.47,0.914743622,0.802070108,0.695286041,0.194159922,2,0.623439916,0.162149588,0.011384314,0.167892369,0.97989518,0.701430033,0.654453248,0.817207039,0.853701298,0.733461099
1286,171164,2602784,2.76,0.73898478,0.432842088,0.85196873,0.008649256,5,0.560918888,0.830922698,0.363684751,0.507864851,0.54374499,0.322023486,0.664858412,0.986311955,0.259300387,0.720507224
1287,179266,2602187,0.91,0.399771029,0.180235801,0.360155185,0.253475568,2,0.328445212,0.974355662,0.83593442,0.217455652,0.351695831,0.324482661,0.74610646,0.828535588,0.359367582,0.688632165
1288,211670,2602139,2.91,0.338729773,0.997173971,0.934838593,0.648569885,5,0.195676843,0.86418257,0.48971503,0.859745248,0.352257736,0.544380699,0.23515925,0.375813073,0.745256414,0.03094513
1289,177140,2601391,3.83,0.783590051,0.817153089,0.022429106,0.786117975,4,0.00650983,0.223459733,0.928032389,0.230435854,0.633823931,0.836909512,0.915602469,0.712991145,0.619333061,0.203273595
1290,165563,2600749,2.7,0.491985543,0.115954925,0.599253205,0.890567244,5,0.288314413,0.357648818,0.409845598,0.728220369,0.790878679,0.395351702,0.432947577,0.604812071,0.556621269,0.669501089
1291,197730,2599979,2.16,0.675249095,0.638160193,0.247583214,0.264369389,1,0.438144616,0.638431873,0.021456494,0.053958863,0.449441964,0.638769919,0.097069593,0.407565376,0.668476893,0.11282635
1292,206188,2599783,2.37,0.898278716,0.896473759,0.942086826,0.010333548,2,0.448481006,0.688693949,0.476506042,0.720846786,0.041899836,0.3768549,0.906967373,0.7531505,0.552147082,0.973271596
1293,185592,2598518,3.83,0.562641676,0.566405403,0.983394404,0.133335166,4,0.521845498,0.361554412,0.231939415,0.324510395,0.877639742,0.584937392,0.799630815,0.171356152,0.09809034,0.376621203
1294,206996,2598024,3.25,0.555505536,0.75745356,0.728599579,0.47725775,2,0.357280139,0.029328184,0.876679822,0.085133226,0.591574605,0.585786551,0.716727499,0.237895732,0.120554677,0.620795207
1295,171657,2597804,4.03,0.318528792,0.376578062,0.207369156,0.464741588,4,0.897130139,0.483203089,0.274081335,0.110435336,0.490002191,0.267735084,0.933082864,0.454908733,0.436236756,0.527704454
1296,281784,2596321,7,0.964239851,0.368694421,0.240695346,0.344040347,5,0.338743531,0.89892531,0.95468931,0.538448521,0.354236397,0.081162111,0.355876459,0.209543122,0.020602295,0.612236338
1297,215612,2596176,3.57,0.79080348,0.000950642,0.348027205,0.935159724,4,0.595285299,0.880341849,0.817830595,0.938607473,0.516240625,0.525567739,0.554594315,0.74280013,0.350241238,0.65054152
1298,181357,2595571,4.03,0.808358048,0.344719409,0.178786438,0.070095684,5,0.009633826,0.817972557,0.600575509,0.866945323,0.139213147,0.035613192,0.834309453,0.377409416,0.475671028,0.796583514
1299,201389,2594084,1.62,0.733552296,0.589224851,0.6992244,0.637432168,4,0.293676835,0.261031176,0.039229347,0.199777452,0.713277774,0.676762502,0.460837166,0.085405155,0.984743106,0.463478012
1300,208904,2593843,2.92,0.925156699,0.556245016,0.250013971,0.378433901,4,0.601008817,0.368135245,0.63373815,0.995448355,0.989360748,0.242984905,0.698369311,0.835045737,0.582582001,0.696861233
1301,168969,2592758,3.75,0.597751692,0.63640255,0.880449441,0.276746171,4,0.360747004,0.546595411,0.250300078,0.053618186,0.06068729,0.133551162,0.48385042,0.813888629,0.162605551,0.69528298
1302,180894,2591617,4.7,0.878822309,0.972530086,0.901149938,0.656000594,3,0.794932713,0.874769769,0.1280644,0.415618028,0.54202077,0.712841611,0.575055927,0.698266546,0.493909345,0.756332845
1303,169540,2591165,2.6,0.901969205,0.58655537,0.589281225,0.96977498,5,0.900881405,0.250234265,0.880454645,0.531931229,0.156550947,0.262340239,0.176380836,0.339344345,0.488549612,0.581861377
1304,186288,2591428,2.71,0.768141418,0.993214378,0.703646062,0.227075865,5,0.578056998,0.063945154,0.449653899,0.082674948,0.295114893,0.260521536,0.083895695,0.177274615,0.705539498,0.798291443
1305,175295,2591038,3.01,0.948621679,0.908969055,0.04642777,0.081418752,5,0.908970864,0.463936537,0.668929603,0.297328349,0.382173665,0.196675659,0.428045233,0.523138348,0.708265622,0.326915582
1306,184928,2588624,2.13,0.696030575,0.942126384,0.148784482,0.034941479,3,0.001577759,0.07246805,0.272637645,0.421151079,0.550322906,0.495936014,0.389089985,0.582591346,0.322812334,0.609040325
1307,286244,2587773,3.36,0.471390438,0.129546194,0.624809631,0.375020758,2,0.630986564,0.6459842,0.303678054,0.633753901,0.427629177,0.336861916,0.872510299,0.912787045,0.826440377,0.216256777
1308,172072,2587419,4.55,0.263442453,0.638728724,0.316203529,0.315590444,5,0.921942683,0.175006146,0.993559962,0.918671787,0.754136882,0.846072135,0.432453719,0.012644368,0.499218926,0.252043672
1309,295192,2582698,3.41,0.950099537,0.812956493,0.028909855,0.627073285,2,0.527154322,0.532886994,0.838472604,0.730888074,0.778715423,0.235227292,0.695128649,0.448849603,0.037641705,0.615019145
1310,279747,2578452,4.85,0.086932623,0.74002908,0.762027109,0.632546716,2,0.603773737,0.429775798,0.932916778,0.754945896,0.233525947,0.458832716,0.87017006,0.639890371,0.4580072,0.116877373
1311,278920,2575473,1.61,0.652377313,0.771247086,0.588589999,0.919472428,1,0.983896472,0.702317731,0.55497283,0.707325366,0.720148093,0.459416767,0.862219234,0.763783454,0.1549759,0.968560554
1312,283119,2574875,2.99,0.088460918,0.46942459,0.156320909,0.865556038,2,0.73128875,0.692113929,0.203040256,0.704046351,0.235970667,0.855662267,0.231325393,0.54613705,0.639532542,0.68481103
1313,186647,2571746,2.95,0.916690836,0.289376271,0.50539842,0.333403093,4,0.454273115,0.152810762,0.507447316,0.551499111,0.662811464,0.918754643,0.727290045,0.340815567,0.712792347,0.686208002
1314,187411,2571093,2.27,0.69855909,0.726752226,0.723169775,0.838071295,4,0.510582216,0.010650129,0.68386745,0.360336751,0.462252688,0.622662269,0.089273087,0.988530066,0.644100765,0.526911982
1315,188693,2563138,4.81,0.314766964,0.368707255,0.104728912,0.806645716,1,0.119605031,0.746545283,0.218738372,0.581118477,0.327532837,0.607887889,0.010206017,0.767378085,0.338759965,0.756047121
1316,289531,2561559,2.54,0.921680944,0.509905677,0.087813871,0.015998817,3,0.600626876,0.13686896,0.744842646,0.636409496,0.055411075,0.07413647,0.538713779,0.12244862,0.232729935,0.658033887
1317,269364,2560595,5.34,0.023740374,0.864950143,0.962390545,0.829685027,5,0.945970888,0.951093289,0.080377292,0.501096891,0.472721994,0.729472076,0.151799874,0.900300415,0.084729918,0.666953449
1318,180121,2557943,2.77,0.647022517,0.118139962,0.60107382,0.93219013,5,0.33791804,0.760705288,0.606288893,0.288945293,0.855746727,0.040634764,0.815506643,0.08574278,0.338022965,0.275990507
1319,190010,2553544,1.13,0.345648154,0.935906423,0.04841167,0.027818571,5,0.112003139,0.311838382,0.74901382,0.220999198,0.308694365,0.170080888,0.664178991,0.29265255,0.541718076,0.455777238
1320,194679,2554386,3.12,0.829902452,0.577032327,0.450880793,0.491137849,1,0.214180025,0.445948608,0.780615201,0.441254462,0.048968394,0.453265346,0.614810585,0.86174835,0.069631158,0.096705154
1321,200322,2553897,3.01,0.780840866,0.017606894,0.438409522,0.068833413,3,0.980492071,0.231592947,0.821913373,0.650676581,0.104891621,0.060322068,0.27271401,0.642057322,0.818541001,0.453474687
1322,265653,2550988,3.62,0.975955713,0.100979042,0.709459589,0.257830114,3,0.234049696,0.147930996,0.597421474,0.104165993,0.255865851,0.605719419,0.03105164,0.501699743,0.39291472,0.112557509
1323,207067,2550432,2.95,0.863941504,0.207474777,0.415605365,0.571091292,4,0.813311937,0.080682948,0.09211484,0.054228248,0.107612565,0.948610534,0.587077489,0.060184765,0.078685308,0.773145281
1324,266345,2548866,1.65,0.313640653,0.765899246,0.072310153,0.702969198,1,0.809434099,0.313604079,0.317816975,0.255860779,0.906235808,0.962539637,0.270150392,0.980320888,0.288245487,0.417626224
1325,199249,2548092,2.94,0.401988844,0.350910281,0.994982055,0.831502341,2,0.91923655,0.983315353,0.280188379,0.595636202,0.713442967,0.759237112,0.287555646,0.304088409,0.17510975,0.631539041
1326,277431,2542893,2.1,0.263262863,0.03344329,0.936909994,0.770543774,3,0.646919815,0.041873748,0.455789154,0.5514239,0.369880628,0.098772018,0.624934712,0.749341739,0.267106157,0.761276137
1327,265391,2541514,1.3,0.293696595,0.061435257,0.081126724,0.120920367,5,0.142882668,0.706285855,0.428656469,0.007801227,0.251981006,0.442016282,0.738251434,0.51802689,0.354688257,0.66286232
1328,200724,2539817,2.33,0.325310888,0.66766886,0.64050027,0.188363674,2,0.56486789,0.491465716,0.189561966,0.174966332,0.387634759,0.648612973,0.807094925,0.869449037,0.247959353,0.955598963
1329,193729,2538026,4.99,0.128813043,0.441813326,0.562610415,0.835004446,3,0.582602023,0.752755702,0.645844371,0.935179738,0.61812158,0.707669185,0.196313112,0.000467379,0.061493444,0.39015716
1330,180552,2537380,1.32,0.301287313,0.723378919,0.460284777,0.947039791,1,0.334783781,0.306481907,0.459563748,0.436082793,0.419209099,0.644042733,0.133176001,0.049028,0.850902758,0.6605785
1331,188276,2533256,3.12,0.549747434,0.160393253,0.775423108,0.541745693,4,0.022188149,0.35467454,0.065212541,0.743240079,0.731101447,0.944239791,0.934973013,0.28406371,0.692503204,0.58276368
1332,199720,2533217,2.82,0.937505279,0.655469136,0.348450967,0.30085055,2,0.750269293,0.268902236,0.533113995,0.321014496,0.643789436,0.327319667,0.271966094,0.505139794,0.594287407,0.142414343
1333,170758,2531778,1.9,0.883407308,0.322345172,0.069574082,0.00635703,1,0.835140546,0.684358717,0.169437866,0.307701789,0.172351766,0.70446171,0.652707926,0.363653398,0.734963556,0.882396302
1334,271810,2530866,2.71,0.859076514,0.12259742,0.470928808,0.226685396,5,0.502951155,0.0825815,0.052899754,0.978833283,0.465644759,0.831137598,0.05083217,0.214462453,0.616769727,0.939625823
1335,201830,2530321,3.35,0.358886996,0.347913913,0.90854654,0.289044769,1,0.034378589,0.3870199,0.051650114,0.408136321,0.527901163,0.449007966,0.728903493,0.894385274,0.547667704,0.199260205
1336,199838,2529684,1.32,0.642390637,0.9271049,0.59946511,0.405512421,2,0.240948914,0.878139983,0.875458043,0.780563223,0.739270804,0.51721798,0.28236806,0.148821841,0.216351501,0.433739686
1337,259089,2530035,4.6,0.353493617,0.270461212,0.593543612,0.735938077,1,0.42465797,0.944114106,0.685590904,0.169977979,0.643957532,0.224252859,0.73300414,0.755189297,0.569041119,0.254919846
1338,197332,2528992,3.13,0.905618333,0.295849698,0.456029543,0.704615769,4,0.871616035,0.312860927,0.658314903,0.944824336,0.751178207,0.486947222,0.623151706,0.065990522,0.499413208,0.840103013
1339,212295,2528048,2.02,0.575768949,0.897779286,0.83486146,0.799871443,5,0.702283198,0.80965757,0.695920492,0.790961058,0.47842013,0.483390677,0.740669143,0.997502277,0.795762168,0.581258589
1340,208334,2527443,1.03,0.187800931,0.571773157,0.092797421,0.719867339,1,0.12514332,0.688282375,0.592723565,0.912971866,0.40434508,0.008798159,0.975336252,0.196926344,0.816620569,0.483313865
1341,257442,2526868,4.27,0.160189703,0.699661238,0.975097847,0.701493348,3,0.585791899,0.56695369,0.913882724,0.436067103,0.500853259,0.333927899,0.119661912,0.889731502,0.678054929,0.344682531
1342,199570,2526227,2.42,0.431010864,0.889345893,0.328060008,0.726530846,3,0.239641303,0.399932873,0.784118228,0.100177359,0.772195693,0.706407408,0.836909365,0.69462688,0.485787768,0.988366577
1343,184535,2524102,3.63,0.418856855,0.88114575,0.808539848,0.185901262,1,0.37412372,0.554080842,0.43601368,0.273549749,0.419033728,0.362633478,0.340897654,0.392952892,0.083859097,0.640952621
1344,185073,2522827,3.92,0.67948826,0.490272596,0.05980268,0.062000325,4,0.282807201,0.944490785,0.34483758,0.0088897,0.886605922,0.601885633,0.500278133,0.475228968,0.895244516,0.477228393
1345,183177,2521938,3.21,0.276639932,0.033008193,0.893018499,0.949895336,5,0.275275392,0.266217378,0.389231167,0.234128895,0.159164233,0.129539255,0.194458386,0.247214218,0.505191571,0.315105268
1346,182813,2520238,3.35,0.998664412,0.15422068,0.507164642,0.735444163,5,0.453666014,0.910298609,0.771208399,0.730955411,0.497105308,0.689684662,0.366515546,0.024252618,0.967869744,0.340809754
1347,180168,2520209,2.85,0.143081854,0.606288383,0.272735506,0.498927648,1,0.07358037,0.523943037,0.984577241,0.358572394,0.900994632,0.472889602,0.296358488,0.181320787,0.082390885,0.836484337
1348,210548,2519734,2.15,0.758825449,0.918253402,0.773154616,0.669374449,3,0.606065327,0.155360435,0.457835776,0.331791662,0.787773757,0.896339557,0.712162978,0.340590595,0.058344351,0.401369896
1349,172265,2517031,2.47,0.01422574,0.213837672,0.218246626,0.268645105,4,0.977535152,0.659680209,0.180747315,0.232911523,0.133904491,0.109308178,0.185307525,0.764265479,0.610150231,0.166913722
1350,172849,2517266,1.44,0.755314911,0.580589778,0.737494076,0.598717484,5,0.616147164,0.10426147,0.099594219,0.294075087,0.615855217,0.260570465,0.089914505,0.461381427,0.022326725,0.025009132
1351,191792,2516117,2.21,0.726491228,0.155614562,0.002148433,0.416975546,4,0.144186006,0.645367995,0.236314422,0.340215632,0.544165151,0.490218056,0.204795761,0.653805505,0.959136514,0.981194346
1352,206865,2516077,1.85,0.915850326,0.729302161,0.920983284,0.807624428,5,0.834067831,0.362067759,0.644253407,0.832071819,0.762948254,0.020720862,0.455469624,0.693037608,0.008588596,0.868479493
1353,206015,2514626,1.69,0.132323717,0.283913825,0.74580715,0.259150591,2,0.633959209,0.707833451,0.268660404,0.292380074,0.259900169,0.61543777,0.853333006,0.511686739,0.778487109,0.121941875
1354,255752,2514477,1.4,0.675937193,0.062751761,0.427470579,0.346306655,3,0.269132538,0.771644605,0.404524545,0.231555997,0.3927852,0.874471213,0.111152436,0.24483517,0.755781815,0.284924793
1355,189104,2511775,1.86,0.627302624,0.551849752,0.462287592,0.664998531,2,0.25070981,0.416535101,0.53797894,0.629683479,0.936950156,0.20027336,0.705171074,0.553912147,0.627953451,0.420756476
1356,203426,2511693,1.75,0.559693086,0.023219943,0.973382524,0.570932251,3,0.087033352,0.854534033,0.498525155,0.035767779,0.565249867,0.41124394,0.141511446,0.420736159,0.593696517,0.256971372
1357,256062,2511343,1.91,0.609412592,0.864097595,0.187489063,0.714275541,5,0.313402651,0.666957781,0.166261022,0.653656683,0.582681199,0.730350984,0.125310374,0.45657754,0.699256519,0.510026011
1358,184156,2510832,4.03,0.329483746,0.348462602,0.168878461,0.450798501,2,0.835197355,0.542613529,0.762257209,0.87339026,0.543642865,0.527289114,0.744559885,0.198227541,0.887062883,0.386840715
1359,201884,2507713,2.16,0.637153432,0.507550233,0.322186,0.155898095,2,0.821985468,0.108977271,0.732313523,0.666986991,0.982072888,0.935623,0.377129492,0.337056564,0.883978512,0.357396423
